name,chamber,state,district,sponsored_bills,cosponsored_bills,bioguide_id,Agriculture_and_Food_self_proportion,Crime_and_Law_Enforcement_self_proportion,Culture_and_Recreation_self_proportion,Economy_and_Finance_self_proportion,Education_and_Social_Services_self_proportion,Environment_and_Natural_Resources_self_proportion,Government_Operations_and_Politics_self_proportion,Health_and_Healthcare_self_proportion,Immigration_and_Civil_Rights_self_proportion,National_Security_and_International_Affairs_self_proportion,Science__Technology__and_Communications_self_proportion,Transportation_and_Infrastructure_self_proportion,Agriculture_and_Food_across_all_proportion,Crime_and_Law_Enforcement_across_all_proportion,Culture_and_Recreation_across_all_proportion,Economy_and_Finance_across_all_proportion,Education_and_Social_Services_across_all_proportion,Environment_and_Natural_Resources_across_all_proportion,Government_Operations_and_Politics_across_all_proportion,Health_and_Healthcare_across_all_proportion,Immigration_and_Civil_Rights_across_all_proportion,National_Security_and_International_Affairs_across_all_proportion,Science__Technology__and_Communications_across_all_proportion,Transportation_and_Infrastructure_across_all_proportion,Agriculture_And_Food_state_self_proportion,Crime_And_Law_Enforcement_state_self_proportion,Culture_And_Recreation_state_self_proportion,Economy_And_Finance_state_self_proportion,Education_And_Social_Services_state_self_proportion,Environment_And_Natural_Resources_state_self_proportion,Government_Operations_And_Politics_state_self_proportion,Health_And_Healthcare_state_self_proportion,Immigration_And_Civil_Rights_state_self_proportion,National_Security_And_International_Affairs_state_self_proportion,Science_Technology_And_Communications_state_self_proportion,Transportation_And_Infrastructure_state_self_proportion,Agriculture_And_Food_state_national_proportion,Crime_And_Law_Enforcement_state_national_proportion,Culture_And_Recreation_state_national_proportion,Economy_And_Finance_state_national_proportion,Education_And_Social_Services_state_national_proportion,Environment_And_Natural_Resources_state_national_proportion,Government_Operations_And_Politics_state_national_proportion,Health_And_Healthcare_state_national_proportion,Immigration_And_Civil_Rights_state_national_proportion,National_Security_And_International_Affairs_state_national_proportion,Science_Technology_And_Communications_state_national_proportion,Transportation_And_Infrastructure_state_national_proportion
"Watson Coleman, Bonnie",House of Representatives,New Jersey,12.0,152,3483,W000822,0.07002951435470889,0.08371344244700832,0.021733297558357928,0.14623021196672928,0.13308290850550042,0.04641803058760397,0.0904212503353904,0.20874698148645024,0.07405419908773814,0.07727394687416153,0.002414810839817548,0.04588140595653341,0.007143248125239476,0.006746821209237955,0.005680622764569745,0.0054573127991508616,0.0088736224416774,0.0028542673772087575,0.005104049919728592,0.008009801196322492,0.006033710075858602,0.002458323730506261,0.0005972130059721301,0.00805084745762712,0.0646108663729809,0.0822320117474302,0.302496328928047,0.0704845814977973,0.0337738619676945,0.0631424375917768,0.118942731277533,0.013215859030837,0.0249632892804698,0.0161527165932452,0.0161527165932452,0.1938325991189427,0.0276208411801632,0.0180761781794706,0.0215661641541038,0.0200083368070029,0.0130979498861047,0.0222797927461139,0.009719222462203,0.0070257611241217,0.0087991718426501,0.013530135301353,0.0143603133159268,0.0438538205980066
"Carter, Troy A.",House of Representatives,Louisiana,2.0,44,895,C001125,0.06491557223264541,0.07166979362101314,0.03039399624765478,0.0953095684803002,0.09868667917448405,0.07767354596622889,0.0953095684803002,0.19136960600375236,0.061538461538461535,0.1575984990619137,0.010131332082551596,0.045403377110694185,0.004734796650062948,0.00413026554796298,0.005680622764569745,0.0025434081669437046,0.004705166738228138,0.003415221659434756,0.0038469693757004816,0.005250640887049449,0.003585248016089893,0.0035850554403216305,0.0017916390179163902,0.005696798493408662,0.05,0.1166666666666666,0.141025641025641,0.0935897435897435,0.0961538461538461,0.05,0.2512820512820513,0.0666666666666666,0.0641025641025641,0.023076923076923,0.0179487179487179,0.0294871794871794,0.0244821092278719,0.0293737895416397,0.0115159128978224,0.0304293455606502,0.0427107061503416,0.0202072538860103,0.0235181185505159,0.0405932864949258,0.025879917184265,0.022140221402214,0.0182767624020887,0.007641196013289
"Harshbarger, Diana",House of Representatives,Tennessee,1.0,43,612,H001086,0.0,0.08502024291497975,0.019568151147098516,0.08029689608636978,0.03643724696356276,0.06680161943319839,0.10931174089068826,0.3569500674763833,0.08502024291497975,0.12145748987854252,0.03306342780026991,0.0060728744939271264,0.0,0.0027246777960384053,0.0020338032120064517,0.0011915967396311058,0.0009660798626019751,0.0016333668805992311,0.002453578893163299,0.005446252998527761,0.002754519817239796,0.001536452331566413,0.0032514930325149307,0.000423728813559322,0.036,0.136,0.2226666666666666,0.0866666666666666,0.048,0.1053333333333333,0.148,0.0386666666666666,0.0373333333333333,0.0133333333333333,0.0373333333333333,0.0906666666666666,0.0169491525423728,0.0329244673983215,0.0174832495812395,0.0270946227594831,0.020501138952164,0.0409326424870466,0.0133189344852411,0.0226385636221701,0.0144927536231884,0.01230012300123,0.0365535248041775,0.0225913621262458
"Ogles, Andrew",House of Representatives,Tennessee,5.0,153,408,O000175,0.02700675168792198,0.09752438109527381,0.010877719429857463,0.2066766691672918,0.03788447111777944,0.10165041260315079,0.12753188297074267,0.04126031507876969,0.10502625656414102,0.2066766691672918,0.021005251312828203,0.016879219804951235,0.0019705512069626142,0.005622351007698296,0.0020338032120064517,0.005517393307031422,0.0018069271504222125,0.0044711356024484,0.005149486565898282,0.0011324911717165477,0.006121155149421769,0.00470325130385052,0.00371599203715992,0.00211864406779661,0.036,0.136,0.2226666666666666,0.0866666666666666,0.048,0.1053333333333333,0.148,0.0386666666666666,0.0373333333333333,0.0133333333333333,0.0373333333333333,0.0906666666666666,0.0169491525423728,0.0329244673983215,0.0174832495812395,0.0270946227594831,0.020501138952164,0.0409326424870466,0.0133189344852411,0.0226385636221701,0.0144927536231884,0.01230012300123,0.0365535248041775,0.0225913621262458
"Foushee, Valerie P.",House of Representatives,North Carolina,4.0,9,360,F000477,0.009404388714733543,0.08672936259143156,0.07732497387669801,0.1974921630094044,0.10553814002089863,0.07523510971786834,0.06583072100313479,0.06792058516196448,0.10344827586206896,0.07523510971786834,0.09613375130616508,0.03970741901776384,0.0002463189008703268,0.001794827437072918,0.005189704747878532,0.0018925359982376385,0.0018069271504222125,0.00118790318589035,0.0009541695695635052,0.0006691993287415963,0.0021642655706884113,0.0006145809326265653,0.0061048440610484405,0.0017890772128060263,0.0444743935309973,0.0539083557951482,0.1469002695417789,0.0485175202156334,0.0444743935309973,0.0795148247978436,0.376010781671159,0.0283018867924528,0.0377358490566037,0.045822102425876,0.0444743935309973,0.0498652291105121,0.0207156308851224,0.012911555842479,0.0114112227805695,0.0150062526052521,0.0187927107061503,0.0305699481865284,0.0334773218142548,0.0163934426229508,0.0144927536231884,0.041820418204182,0.0430809399477806,0.0122923588039867
"Obernolte, Jay",House of Representatives,California,23.0,40,505,O000019,0.016393442622950817,0.07377049180327867,0.008196721311475409,0.0901639344262295,0.02459016393442623,0.1575591985428051,0.06557377049180327,0.11839708561020035,0.040983606557377046,0.19034608378870674,0.17941712204007287,0.034608378870673945,0.0004926378017406536,0.001751578583167546,0.0006311803071744162,0.0009913283800292393,0.00048303993130098755,0.0028542673772087575,0.0010904795080725774,0.0013383986574831926,0.0009837570775856415,0.0017839918738743353,0.013072329130723294,0.0017890772128060263,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Porter, Katie",House of Representatives,California,47.0,186,1837,P000618,0.04937458854509546,0.04213298222514812,0.024358130348913758,0.14154048716260698,0.08854509545753786,0.12672811059907835,0.21593153390388412,0.14384463462804478,0.026662277814351546,0.1010533245556287,0.012508229098090849,0.027320605661619486,0.004105315014505446,0.0027679266499437767,0.005189704747878532,0.00430576973144013,0.004812508945183913,0.006351982313441454,0.009935479962439037,0.004499078564001195,0.0017707627396541545,0.002620504809949382,0.00252156602521566,0.003907721280602637,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Jacobs, Sara",House of Representatives,California,51.0,50,1014,J000305,0.055400111919418016,0.04029099048684946,0.02014549524342473,0.07778399552322328,0.11303861219921654,0.05036373810856183,0.07050923335198656,0.1158365976496922,0.10800223838836037,0.3284834918858422,0.010072747621712366,0.010072747621712366,0.0027095079095735947,0.0015569587405933744,0.0025247212286976647,0.0013918650992329723,0.003613854300844425,0.0014848789823629373,0.0019083391391270105,0.002131142477684776,0.004219224799422863,0.005010541770163803,0.0011944260119442602,0.000847457627118644,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Boebert, Lauren",House of Representatives,Colorado,3.0,135,663,B000825,0.030050083472454088,0.0984974958263773,0.031163049526989423,0.04507512520868113,0.025041736227045072,0.2554257095158598,0.1424596549805231,0.08235948803561491,0.11630495269894268,0.12242626599888702,0.01001669449081803,0.041179744017807454,0.0014779134052219608,0.003827523570625379,0.0039273441335297005,0.0008110868563875593,0.0008050665521683125,0.0075728828100509816,0.003877260473146942,0.0015237153946731734,0.004569005093675535,0.001877886183025616,0.0011944260119442602,0.0034839924670433146,0.0322108345534407,0.0761346998535871,0.4816983894582723,0.0527086383601757,0.0204978038067349,0.0732064421669106,0.1068814055636896,0.0190336749633967,0.0366032210834553,0.0117130307467057,0.0190336749633967,0.0702781844802342,0.0138104205900816,0.0167850225952227,0.0344430485762144,0.0150062526052521,0.0079726651480637,0.0259067357512953,0.0087592992560595,0.0101483216237314,0.0129399585921325,0.009840098400984,0.0169712793733681,0.0159468438538205
"Crow, Jason",House of Representatives,Colorado,6.0,128,1340,C001121,0.03621730382293763,0.10529845741113347,0.012072434607645876,0.06304493628437291,0.07511737089201878,0.06170355466130114,0.07042253521126761,0.1864520456069752,0.031522468142186455,0.33400402414486924,0.018108651911468814,0.006036217303822938,0.0014779134052219608,0.003395035031571664,0.0012623606143488324,0.0009412612901287726,0.0020037211965078,0.0015178762930821135,0.0015902826159391755,0.0028621140521563663,0.0010274796143672257,0.0042508514506670765,0.0017916390179163902,0.000423728813559322,0.0322108345534407,0.0761346998535871,0.4816983894582723,0.0527086383601757,0.0204978038067349,0.0732064421669106,0.1068814055636896,0.0190336749633967,0.0366032210834553,0.0117130307467057,0.0190336749633967,0.0702781844802342,0.0138104205900816,0.0167850225952227,0.0344430485762144,0.0150062526052521,0.0079726651480637,0.0259067357512953,0.0087592992560595,0.0101483216237314,0.0129399585921325,0.009840098400984,0.0169712793733681,0.0159468438538205
"Larson, John B.",House of Representatives,Connecticut,1.0,242,3989,L000557,0.05821474773609315,0.06080206985769729,0.01164294954721863,0.38939197930142305,0.13065976714100905,0.05821474773609315,0.04657179818887452,0.12807244501940493,0.01164294954721863,0.06985769728331177,0.01164294954721863,0.02328589909443726,0.001231594504351634,0.0010163480667762306,0.0006311803071744162,0.0030140388120080907,0.0018069271504222125,0.0007424394911814687,0.0005452397540362887,0.001019242054544893,0.0001967514155171283,0.0004609356994699239,0.0005972130059721301,0.000847457627118644,0.0637329286798179,0.0955993930197268,0.3156297420333839,0.0667678300455235,0.0318664643399089,0.0576631259484066,0.1153262518968133,0.0333839150227617,0.0318664643399089,0.0136570561456752,0.0182094081942336,0.1562974203338391,0.0263653483992467,0.0203357004519044,0.0217755443886097,0.0183409754064193,0.0119589977220956,0.0196891191709844,0.0091192704583633,0.0171740827478532,0.0108695652173913,0.011070110701107,0.0156657963446475,0.03421926910299
"Blunt Rochester, Lisa",House of Representatives,Delaware,0.0,103,2099,B001303,0.06845513413506013,0.0633672525439408,0.012488436632747455,0.08834412580943571,0.06845513413506013,0.06244218316373727,0.037465309898242365,0.40980573543015725,0.041628122109158186,0.11655874190564292,0.022664199814986123,0.008325624421831638,0.004050577480978707,0.0029625464925179487,0.0018935409215232485,0.0019125628341978252,0.00264777443824245,0.002227318473544406,0.0012267894465816495,0.009121701619462377,0.001967514155171283,0.002151033264192978,0.0032514930325149307,0.000847457627118644,0.0643185298621745,0.0857580398162327,0.3185298621745788,0.0581929555895865,0.0398162327718223,0.0490045941807044,0.120980091883614,0.0260336906584992,0.0260336906584992,0.0122511485451761,0.0260336906584992,0.1730474732006125,0.0263653483992467,0.0180761781794706,0.0217755443886097,0.0158399333055439,0.0148063781321184,0.016580310880829,0.0094792416606671,0.0132708821233411,0.0087991718426501,0.009840098400984,0.0221932114882506,0.0375415282392026
"Bean, Aaron",House of Representatives,Florida,4.0,20,219,B001314,0.010477299185098952,0.04190919674039581,0.0,0.2037252619324796,0.12805587892898718,0.10710128055878927,0.1979045401629802,0.0989522700814901,0.06286379511059371,0.10710128055878927,0.0,0.04190919674039581,0.0002463189008703268,0.0007784793702966872,0.0,0.0017523481465163318,0.0019679404608558752,0.0015178762930821135,0.002574743282949141,0.0008751068145082414,0.0011805084931027698,0.0007852978583561665,0.0,0.001694915254237288,0.0322147651006711,0.0510067114093959,0.1664429530201342,0.1073825503355704,0.0536912751677852,0.1194630872483221,0.261744966442953,0.0308724832214765,0.0657718120805369,0.0093959731543624,0.0134228187919463,0.0885906040268456,0.0150659133709981,0.012265978050355,0.0129815745393634,0.0333472280116715,0.0227790432801822,0.0461139896373057,0.023398128149748,0.0179547228727556,0.0253623188405797,0.008610086100861,0.0130548302872062,0.0219269102990033
"Rutherford, John H.",House of Representatives,Florida,5.0,40,1432,R000609,0.02640845070422535,0.09741784037558686,0.00528169014084507,0.14906103286384978,0.0698356807511737,0.09096244131455399,0.07922535211267605,0.19014084507042253,0.058098591549295774,0.18603286384976525,0.01056338028169014,0.03697183098591549,0.001231594504351634,0.003589654874145836,0.0006311803071744162,0.0025434081669437046,0.0021289537712895377,0.00255729158073617,0.002044649077636083,0.0033357012694196493,0.0021642655706884113,0.002705863272814183,0.0011944260119442602,0.0029661016949152543,0.0322147651006711,0.0510067114093959,0.1664429530201342,0.1073825503355704,0.0536912751677852,0.1194630872483221,0.261744966442953,0.0308724832214765,0.0657718120805369,0.0093959731543624,0.0134228187919463,0.0885906040268456,0.0150659133709981,0.012265978050355,0.0129815745393634,0.0333472280116715,0.0227790432801822,0.0461139896373057,0.023398128149748,0.0179547228727556,0.0253623188405797,0.008610086100861,0.0130548302872062,0.0219269102990033
"Mills, Cory",House of Representatives,Florida,7.0,22,236,M001216,0.02,0.12222222222222222,0.0,0.08222222222222222,0.030000000000000002,0.04,0.24666666666666665,0.030000000000000002,0.05,0.31666666666666665,0.02,0.042222222222222223,0.0004926378017406536,0.0023786869647954333,0.0,0.0007409929305269061,0.00048303993130098755,0.000593951592945175,0.0033623118165571134,0.0002779751057849708,0.0009837570775856415,0.0024327161916468205,0.0011944260119442602,0.0017890772128060263,0.0322147651006711,0.0510067114093959,0.1664429530201342,0.1073825503355704,0.0536912751677852,0.1194630872483221,0.261744966442953,0.0308724832214765,0.0657718120805369,0.0093959731543624,0.0134228187919463,0.0885906040268456,0.0150659133709981,0.012265978050355,0.0129815745393634,0.0333472280116715,0.0227790432801822,0.0461139896373057,0.023398128149748,0.0179547228727556,0.0253623188405797,0.008610086100861,0.0130548302872062,0.0219269102990033
"Frost, Maxwell",House of Representatives,Florida,10.0,19,505,F000476,0.045743329097839895,0.14104193138500634,0.02986022871664549,0.14993646759847523,0.11689961880559084,0.06416772554002541,0.12706480304955528,0.11562897077509529,0.0698856416772554,0.08005082592121981,0.035578144853875476,0.0241423125794155,0.0019705512069626142,0.0048006227834962376,0.0032961638263552845,0.002363166643302025,0.0032918276799771,0.0016663641913184073,0.0030291097446460483,0.0018737581204764698,0.0024047395229871236,0.001075516632096489,0.00371599203715992,0.0017890772128060263,0.0322147651006711,0.0510067114093959,0.1664429530201342,0.1073825503355704,0.0536912751677852,0.1194630872483221,0.261744966442953,0.0308724832214765,0.0657718120805369,0.0093959731543624,0.0134228187919463,0.0885906040268456,0.0150659133709981,0.012265978050355,0.0129815745393634,0.0333472280116715,0.0227790432801822,0.0461139896373057,0.023398128149748,0.0179547228727556,0.0253623188405797,0.008610086100861,0.0130548302872062,0.0219269102990033
"Luna, Anna Paulina",House of Representatives,Florida,13.0,43,296,L000596,0.005772931366260423,0.11032713277742141,0.01860166773572803,0.07633098139833226,0.028864656831302116,0.06478511866581141,0.24951892238614498,0.09749839640795381,0.07761385503527903,0.2116741500962155,0.01731879409878127,0.04169339320076972,0.0002463189008703268,0.0037194014358619496,0.0020338032120064517,0.0011915967396311058,0.0008050665521683125,0.0016663641913184073,0.005891618453336565,0.0015648968918265023,0.002645213475285836,0.002816829274538424,0.0017916390179163902,0.0030602636534839923,0.0322147651006711,0.0510067114093959,0.1664429530201342,0.1073825503355704,0.0536912751677852,0.1194630872483221,0.261744966442953,0.0308724832214765,0.0657718120805369,0.0093959731543624,0.0134228187919463,0.0885906040268456,0.0150659133709981,0.012265978050355,0.0129815745393634,0.0333472280116715,0.0227790432801822,0.0461139896373057,0.023398128149748,0.0179547228727556,0.0253623188405797,0.008610086100861,0.0130548302872062,0.0219269102990033
"García, Jesús G. ""Chuy""",House of Representatives,Illinois,4.0,65,2029,G000586,0.051257712387280496,0.046986236355007115,0.038443284290460365,0.1931656383483626,0.12387280493592785,0.051257712387280496,0.07688656858092073,0.11105837683910774,0.11627906976744184,0.12055054579971523,0.004271476032273374,0.06597057427622212,0.0029558268104439215,0.00214081826831589,0.005680622764569745,0.004075461117897984,0.004669386002576213,0.001781854778835525,0.002453578893163299,0.002409117583469747,0.005356010755744048,0.0021681049567659387,0.0005972130059721301,0.006544256120527307,0.0509641873278236,0.1005509641873278,0.1763085399449036,0.1019283746556473,0.0289256198347107,0.0454545454545454,0.2713498622589532,0.0358126721763085,0.0550964187327823,0.0316804407713498,0.0192837465564738,0.0826446280991735,0.0232266164469554,0.0235635894125242,0.0134003350083752,0.0308461859107961,0.0119589977220956,0.0170984455958549,0.0236381089512838,0.0202966432474629,0.020703933747412,0.028290282902829,0.0182767624020887,0.0199335548172757
"LaHood, Darin",House of Representatives,Illinois,16.0,103,905,L000585,0.04323458767013612,0.05924739791833467,0.0,0.5044035228182546,0.053642914331465175,0.08967173738991192,0.02161729383506806,0.10408326661329063,0.014411529223378704,0.09527622097678143,0.007205764611689352,0.007205764611689352,0.0014779134052219608,0.001600207594498746,0.0,0.006308453327458795,0.0011986546443394875,0.0018478494002738773,0.00040892981552721655,0.0013383986574831926,0.0003935028310342566,0.0010157657080911286,0.0005972130059721301,0.000423728813559322,0.0509641873278236,0.1005509641873278,0.1763085399449036,0.1019283746556473,0.0289256198347107,0.0454545454545454,0.2713498622589532,0.0358126721763085,0.0550964187327823,0.0316804407713498,0.0192837465564738,0.0826446280991735,0.0232266164469554,0.0235635894125242,0.0134003350083752,0.0308461859107961,0.0119589977220956,0.0170984455958549,0.0236381089512838,0.0202966432474629,0.020703933747412,0.028290282902829,0.0182767624020887,0.0199335548172757
"Mrvan, Frank J.",House of Representatives,Indiana,1.0,15,508,M001214,0.020785219399538108,0.041570438799076216,0.0,0.06235565819861433,0.10854503464203234,0.020785219399538108,0.020785219399538108,0.14549653579676675,0.0,0.4965357967667437,0.020785219399538108,0.06235565819861433,0.0002463189008703268,0.0003892396851483436,0.0,0.0002703622854625198,0.0008408472878202375,0.00014848789823629374,0.00013630993850907217,0.0006486085801649319,0.0,0.0018352069515932155,0.0005972130059721301,0.0012711864406779662,0.0365699873896595,0.0958385876418663,0.1689785624211853,0.0567465321563682,0.0630517023959646,0.0290037831021437,0.3039092055485498,0.0479192938209331,0.0895334174022698,0.0340479192938209,0.0315258511979823,0.0428751576292559,0.0182046453232893,0.0245319561007101,0.0140284757118927,0.0187578157565652,0.0284738041002277,0.0119170984455958,0.0289176865850731,0.0296643247462919,0.0367494824016563,0.033210332103321,0.0326370757180156,0.0112956810631229
"Spartz, Victoria",House of Representatives,Indiana,5.0,31,270,S000929,0.04712041884816753,0.04712041884816753,0.0,0.23560209424083767,0.023560209424083767,0.07591623036649214,0.12303664921465968,0.04712041884816753,0.11780104712041883,0.28272251308900526,0.0,0.0,0.0004926378017406536,0.0003892396851483436,0.0,0.0009012076182083992,0.0001610133104336625,0.0004784610054280576,0.0007118407899918214,0.00018531673718998054,0.0009837570775856415,0.0009218713989398478,0.0,0.0,0.0365699873896595,0.0958385876418663,0.1689785624211853,0.0567465321563682,0.0630517023959646,0.0290037831021437,0.3039092055485498,0.0479192938209331,0.0895334174022698,0.0340479192938209,0.0315258511979823,0.0428751576292559,0.0182046453232893,0.0245319561007101,0.0140284757118927,0.0187578157565652,0.0284738041002277,0.0119170984455958,0.0289176865850731,0.0296643247462919,0.0367494824016563,0.033210332103321,0.0326370757180156,0.0112956810631229
"Houchin, Erin",House of Representatives,Indiana,9.0,22,286,H001093,0.014285714285714285,0.04285714285714286,0.007142857142857143,0.2992063492063492,0.20476190476190476,0.015873015873015872,0.2087301587301587,0.02142857142857143,0.07857142857142857,0.09285714285714286,0.014285714285714285,0.0,0.0004926378017406536,0.001167719055445031,0.0006311803071744162,0.0037750585784951836,0.004615714899098325,0.0003299731071917638,0.0039832793142095535,0.0002779751057849708,0.0021642655706884113,0.0009986940155181686,0.0011944260119442602,0.0,0.0365699873896595,0.0958385876418663,0.1689785624211853,0.0567465321563682,0.0630517023959646,0.0290037831021437,0.3039092055485498,0.0479192938209331,0.0895334174022698,0.0340479192938209,0.0315258511979823,0.0428751576292559,0.0182046453232893,0.0245319561007101,0.0140284757118927,0.0187578157565652,0.0284738041002277,0.0119170984455958,0.0289176865850731,0.0296643247462919,0.0367494824016563,0.033210332103321,0.0326370757180156,0.0112956810631229
"Miller-Meeks, Mariannette",House of Representatives,Iowa,1.0,79,959,M001215,0.07227853680035257,0.04451300132216835,0.012780960775672102,0.10092551784927281,0.04451300132216835,0.1507271925958572,0.024680475980608196,0.26487439400617013,0.07007492287351257,0.17011899515204937,0.028646981048920227,0.015866020273248127,0.0044884777491926205,0.0021840671222212614,0.0020338032120064517,0.0022930727174413717,0.0018069271504222125,0.005642540132979162,0.0008481507285008935,0.006187519947287684,0.0034759416741359335,0.003294836666581308,0.0043132050431320505,0.001694915254237288,0.0803897685749086,0.0438489646772229,0.1084043848964677,0.07673568818514,0.1120584652862363,0.05115712545676,0.3507917174177832,0.0462850182704019,0.0779537149817296,0.0219244823386114,0.0085261875761266,0.0219244823386114,0.0414312617702448,0.0116204002582311,0.0093174204355108,0.0262609420591913,0.0523917995444191,0.021761658031088,0.0345572354211663,0.0296643247462919,0.0331262939958592,0.022140221402214,0.0091383812010443,0.0059800664451827
"Hinson, Ashley",House of Representatives,Iowa,2.0,61,683,H001091,0.12143331121433311,0.0789648307896483,0.0059721300597213,0.2070338420703384,0.0982083609820836,0.0670205706702057,0.0179163901791639,0.1366954213669542,0.0789648307896483,0.11347047113470471,0.0179163901791639,0.0564034505640345,0.005008484317696645,0.002573306807369605,0.0006311803071744162,0.0031241864097891173,0.00264777443824245,0.0016663641913184073,0.00040892981552721655,0.002120847103396444,0.002601490938504252,0.0014596297149880924,0.0017916390179163902,0.004001883239171375,0.0803897685749086,0.0438489646772229,0.1084043848964677,0.07673568818514,0.1120584652862363,0.05115712545676,0.3507917174177832,0.0462850182704019,0.0779537149817296,0.0219244823386114,0.0085261875761266,0.0219244823386114,0.0414312617702448,0.0116204002582311,0.0093174204355108,0.0262609420591913,0.0523917995444191,0.021761658031088,0.0345572354211663,0.0296643247462919,0.0331262939958592,0.022140221402214,0.0091383812010443,0.0059800664451827
"Nunn, Zachary",House of Representatives,Iowa,3.0,62,442,N000193,0.15799187892211147,0.05389442598744924,0.016611295681063124,0.26799557032115173,0.09007013658176449,0.042820228866740494,0.01993355481727575,0.08527131782945738,0.036544850498338874,0.2022886674049465,0.01993355481727575,0.00664451827242525,0.011713832174722206,0.00315716633509212,0.0031559015358720807,0.007269741453547753,0.00436524974953485,0.0019138440217122304,0.0008178596310544331,0.0023782314606047503,0.0021642655706884113,0.00467764376499108,0.0035832780358327804,0.000847457627118644,0.0803897685749086,0.0438489646772229,0.1084043848964677,0.07673568818514,0.1120584652862363,0.05115712545676,0.3507917174177832,0.0462850182704019,0.0779537149817296,0.0219244823386114,0.0085261875761266,0.0219244823386114,0.0414312617702448,0.0116204002582311,0.0093174204355108,0.0262609420591913,0.0523917995444191,0.021761658031088,0.0345572354211663,0.0296643247462919,0.0331262939958592,0.022140221402214,0.0091383812010443,0.0059800664451827
"Feenstra, Randy",House of Representatives,Iowa,4.0,68,582,F000446,0.23000619962802232,0.05021698698078115,0.02355858648481091,0.249845009299442,0.04711717296962182,0.022318660880347178,0.005579665220086794,0.09733415995040298,0.0638561686298822,0.12275263484190949,0.05951642901425914,0.02789832610043397,0.010153812469210138,0.001751578583167546,0.002664983519180868,0.004035407445977609,0.00135966795477315,0.000593951592945175,0.00013630993850907217,0.0016163737632681637,0.0022517106442515797,0.0016900975647230543,0.006370272063702721,0.00211864406779661,0.0803897685749086,0.0438489646772229,0.1084043848964677,0.07673568818514,0.1120584652862363,0.05115712545676,0.3507917174177832,0.0462850182704019,0.0779537149817296,0.0219244823386114,0.0085261875761266,0.0219244823386114,0.0414312617702448,0.0116204002582311,0.0093174204355108,0.0262609420591913,0.0523917995444191,0.021761658031088,0.0345572354211663,0.0296643247462919,0.0331262939958592,0.022140221402214,0.0091383812010443,0.0059800664451827
"Ivey, Glenn",House of Representatives,Maryland,4.0,8,376,I000058,0.027692307692307693,0.3107692307692308,0.018461538461538463,0.12205128205128206,0.046153846153846156,0.055384615384615386,0.11282051282051282,0.10153846153846154,0.09435897435897435,0.055384615384615386,0.018461538461538463,0.036923076923076927,0.0007389567026109804,0.006552201366663784,0.0012623606143488324,0.0011915967396311058,0.0008050665521683125,0.0008909273894177625,0.0016660103595553266,0.001019242054544893,0.002011236691952867,0.0004609356994699239,0.0011944260119442602,0.001694915254237288,0.0533536585365853,0.0899390243902439,0.2972560975609756,0.0640243902439024,0.0396341463414634,0.0518292682926829,0.1722560975609756,0.0182926829268292,0.0350609756097561,0.0182926829268292,0.0228658536585365,0.1371951219512195,0.0219711236660389,0.0190445448676565,0.0204145728643216,0.0175072947061275,0.0148063781321184,0.0176165803108808,0.013558915286777,0.009367681498829,0.0119047619047619,0.014760147601476,0.0195822454308094,0.0299003322259136
"Hoyer, Steny H.",House of Representatives,Maryland,5.0,375,3961,H000874,0.0,0.05,0.05,0.1,0.0,0.2,0.2,0.1,0.05,0.2,0.0,0.05,0.0,0.0001946198425741718,0.0006311803071744162,0.00018024152364167986,0.0,0.000593951592945175,0.0005452397540362887,0.00018531673718998054,0.0001967514155171283,0.00030729046631328263,0.0,0.000423728813559322,0.0533536585365853,0.0899390243902439,0.2972560975609756,0.0640243902439024,0.0396341463414634,0.0518292682926829,0.1722560975609756,0.0182926829268292,0.0350609756097561,0.0182926829268292,0.0228658536585365,0.1371951219512195,0.0219711236660389,0.0190445448676565,0.0204145728643216,0.0175072947061275,0.0148063781321184,0.0176165803108808,0.013558915286777,0.009367681498829,0.0119047619047619,0.014760147601476,0.0195822454308094,0.0299003322259136
